,,x1,x2,a,t,y,y_obs
train,6050,-0.03729367497688696,-0.0183241024370685,0.0,0.0,0.0,0.0
train,6051,0.16464481204534953,0.4365819012185195,0.0,0.0,1.0,0.0
train,6052,0.4045022500080125,-0.10790890972852135,0.0,1.0,0.0,0.0
train,6053,0.23924786273726842,0.09468156425219135,0.0,1.0,0.0,0.0
train,6054,0.1255943136604663,0.03536341758607807,0.0,0.0,0.0,0.0
train,6055,-0.038127070221040754,0.16173768022377652,0.0,0.0,0.0,0.0
train,6056,0.6039324831829638,0.3989749916462834,0.0,1.0,1.0,1.0
train,6057,0.11574380712631623,-0.15314867771135177,0.0,1.0,0.0,0.0
train,6058,-0.11544363400276725,0.11092965385115362,0.0,0.0,0.0,0.0
train,6059,0.13132505612194606,0.3634882562926479,0.0,0.0,0.0,0.0
train,6060,0.2331291319264674,0.010735438900306038,0.0,1.0,0.0,0.0
train,6061,0.30317030367659964,0.2840472768774561,0.0,0.0,0.0,0.0
train,6062,0.22232786746992797,-0.02828540601942192,0.0,1.0,0.0,0.0
train,6063,0.2498287886178867,0.20973057239483184,0.0,0.0,0.0,0.0
train,6064,0.3266958626489028,0.19302546113895336,0.0,1.0,0.0,0.0
train,6065,0.22672849404519602,0.49681798897080576,0.0,0.0,1.0,0.0
train,6066,0.3863769734271686,0.18958231702785527,0.0,1.0,0.0,0.0
train,6067,-0.03714808176797427,0.3177003709963742,0.0,0.0,0.0,0.0
train,6068,0.10537337919944942,0.06235499132804387,0.0,0.0,0.0,0.0
train,6069,0.1875323024727759,0.11305777762556415,0.0,0.0,0.0,0.0
train,6070,-0.07431734648085997,0.15407778000697048,0.0,0.0,0.0,0.0
train,6071,-0.009243045106924835,0.44162546516347245,0.0,0.0,0.0,0.0
train,6072,0.1316728190248254,-0.12189694285244629,0.0,1.0,0.0,0.0
train,6073,0.1536727765222451,-0.10612451399377132,0.0,1.0,0.0,0.0
train,6074,-0.3051591872245673,0.49295774909632023,0.0,0.0,0.0,0.0
train,6075,0.09567202814960879,0.3600232435387326,0.0,0.0,0.0,0.0
train,6076,0.1920022928678511,-0.07137004440804709,0.0,1.0,1.0,1.0
train,6077,0.19140625793350513,0.013082158480862804,0.0,1.0,1.0,1.0
train,6078,0.3354995491693211,0.19472679883453708,0.0,0.0,0.0,0.0
train,6079,0.14090260940268506,0.003887592626458436,0.0,1.0,1.0,1.0
train,6080,0.21408486935971044,-0.04211695624774786,0.0,1.0,0.0,0.0
train,6081,0.5341230262195158,-0.004086103497914023,0.0,1.0,0.0,0.0
train,6082,0.24695587897397725,0.2936891693095985,0.0,0.0,0.0,0.0
train,6083,0.04083689144194931,0.05379938998704946,0.0,0.0,0.0,0.0
train,6084,0.06188231405544785,0.14163915147625475,0.0,0.0,0.0,0.0
train,6085,0.2302569353148265,-0.1172305500955988,0.0,1.0,1.0,1.0
train,6086,0.3218045424922198,-0.00952447811997481,0.0,1.0,1.0,1.0
train,6087,0.08840541857484206,0.04030712000462597,0.0,0.0,0.0,0.0
train,6088,0.28742401382689253,0.06111958226692428,0.0,1.0,0.0,0.0
train,6089,-0.003388607194749066,0.3008044956679805,0.0,0.0,0.0,0.0
train,6090,0.013734754863009624,-0.01699410067144061,0.0,1.0,0.0,0.0
train,6091,-0.07866751268917863,0.32195233060505807,0.0,0.0,0.0,0.0
train,6092,0.23453235146419738,-0.1625114470842619,0.0,1.0,0.0,0.0
train,6093,-0.07460702338859929,0.21815899205653733,0.0,0.0,0.0,0.0
train,6094,-0.07303688346037968,0.25268577384809665,0.0,0.0,0.0,0.0
train,6095,0.330829188323732,0.23157401100505326,0.0,1.0,0.0,0.0
train,6096,0.2801692224679346,0.08829100179288227,0.0,1.0,0.0,0.0
train,6097,0.4638864423368944,0.20365495751618112,0.0,1.0,1.0,1.0
train,6098,0.08802450898011914,0.0941531098963207,0.0,0.0,0.0,0.0
train,6099,0.2727833952972188,0.1162219605069204,0.0,1.0,1.0,1.0
train,6100,0.2174236608830738,0.14669169253604394,0.0,0.0,0.0,0.0
train,6101,0.3517473607808863,-0.04341312282347465,0.0,1.0,0.0,0.0
train,6102,0.16958509057806553,0.29448952288931807,0.0,0.0,0.0,0.0
train,6103,0.12557316070949096,0.4232424901745841,0.0,0.0,0.0,0.0
train,6104,0.26197540866977775,0.2982278599368491,0.0,0.0,0.0,0.0
train,6105,0.07177104222587873,0.15044206143247044,0.0,0.0,0.0,0.0
train,6106,0.12043494308765068,0.11097944783308344,0.0,0.0,0.0,0.0
train,6107,0.2571922796197753,0.40946012054631303,0.0,0.0,0.0,0.0
train,6108,0.09342296442229171,0.3131358958558133,0.0,0.0,0.0,0.0
train,6109,0.01334095023247292,0.23888064341177173,0.0,0.0,0.0,0.0
train,6110,-0.012210270982299126,0.21379146527670287,0.0,0.0,0.0,0.0
train,6111,0.37543664467563964,0.5368893261401968,0.0,0.0,1.0,0.0
train,6112,0.33986346308608595,0.25560502207047575,0.0,0.0,0.0,0.0
train,6113,0.1102278989241244,0.19620884569021702,0.0,0.0,0.0,0.0
train,6114,0.3573825518972533,0.38634494841661465,0.0,0.0,0.0,0.0
train,6115,-0.09074737209298891,0.3520369997371524,0.0,0.0,1.0,0.0
train,6116,0.07414050502585322,0.2923080714026784,0.0,0.0,0.0,0.0
train,6117,0.31648501940930196,0.16686266744935335,0.0,1.0,1.0,1.0
train,6118,0.07994635702804255,-0.02684944714423898,0.0,1.0,0.0,0.0
train,6119,0.2793261351339974,0.27885902382936784,0.0,0.0,0.0,0.0
train,6120,0.026086790218499856,0.24353397322405115,0.0,0.0,0.0,0.0
train,6121,0.16326158740215857,0.23350945766908254,0.0,0.0,0.0,0.0
train,6122,0.04946684758850338,0.4048766516679137,0.0,0.0,1.0,0.0
train,6123,0.3215737340077462,0.24567594688105804,0.0,0.0,0.0,0.0
train,6124,0.1689368347529548,-0.0005318232646475407,0.0,1.0,0.0,0.0
train,6125,0.37275038654982884,-0.27690166545496486,0.0,1.0,0.0,0.0
train,6126,0.11436375265550164,0.13165296499083692,0.0,0.0,0.0,0.0
train,6127,-0.026257620694484674,0.2675337978432705,0.0,0.0,0.0,0.0
train,6128,0.07246809729321906,0.47240663258225696,0.0,0.0,1.0,0.0
train,6129,-0.1520416973715491,0.2999124749853057,0.0,0.0,0.0,0.0
train,6130,-0.09037416865215325,0.09449520219815982,0.0,0.0,0.0,0.0
train,6131,0.21133768010139284,0.16374525224860914,0.0,0.0,0.0,0.0
train,6132,0.10706407826679445,0.2581342266905258,0.0,0.0,0.0,0.0
train,6133,0.25710898654697845,0.2643985436294731,0.0,0.0,0.0,0.0
train,6134,0.3256812262393354,-0.07370800519798676,0.0,1.0,0.0,0.0
train,6135,0.05153061189517477,0.3319937096804104,0.0,0.0,0.0,0.0
train,6136,0.38300795928172826,-0.1519822090456825,0.0,1.0,0.0,0.0
train,6137,0.35277311149356905,0.2534874834245304,0.0,1.0,0.0,0.0
train,6138,0.3384824719658378,0.42098859387529186,0.0,0.0,0.0,0.0
train,6139,0.20384514504781165,0.33632371593050925,0.0,0.0,0.0,0.0
train,6140,-0.011743256406074487,0.12967874547121744,0.0,0.0,0.0,0.0
train,6141,0.23973820946091595,0.33357855413994436,0.0,0.0,0.0,0.0
train,6142,0.16343916052122823,-0.18741190542952846,0.0,1.0,0.0,0.0
train,6143,0.3010407834521585,-0.2922580786299444,0.0,1.0,0.0,0.0
train,6144,0.33992934910020256,0.2174141455920206,0.0,1.0,0.0,0.0
train,6145,0.3873139798136339,0.3719384396097721,0.0,0.0,0.0,0.0
train,6146,0.000491614123615064,0.2636400993362482,0.0,0.0,0.0,0.0
train,6147,0.22984352466104657,0.24982839723803932,0.0,0.0,0.0,0.0
train,6148,0.11850414688711083,0.1531850794065482,0.0,0.0,0.0,0.0
train,6149,0.16160879160411984,0.2466258359817533,0.0,0.0,0.0,0.0
train,6150,0.10730608061478478,0.5566651860194156,0.0,0.0,1.0,0.0
train,6151,0.1883561512854034,0.34213315150784995,0.0,0.0,0.0,0.0
train,6152,0.2046946970313064,-0.06540607199383,0.0,1.0,0.0,0.0
train,6153,0.30309091681398737,0.15777823353256598,0.0,1.0,1.0,1.0
train,6154,0.31356252844017296,0.10679993361406717,0.0,1.0,0.0,0.0
train,6155,0.30068966727462393,0.24012223480821143,0.0,0.0,0.0,0.0
train,6156,0.4851526580345961,0.08048887159873759,0.0,1.0,1.0,1.0
train,6157,0.10911379570515509,0.32144336126831896,0.0,0.0,0.0,0.0
train,6158,0.04862459617217445,0.3451279775397702,0.0,0.0,0.0,0.0
train,6159,0.17398482344022276,0.09713322989948103,0.0,1.0,1.0,1.0
train,6160,0.2138783883311553,0.3601887619070979,0.0,0.0,0.0,0.0
train,6161,0.1496665638084678,0.4342116699477608,0.0,0.0,1.0,0.0
train,6162,0.21148181777430014,0.1991097707286556,0.0,0.0,0.0,0.0
train,6163,0.22213991827456187,0.035653429381586346,0.0,1.0,1.0,1.0
train,6164,0.634633486761677,0.24110316631420073,0.0,1.0,1.0,1.0
train,6165,-0.20985556651091553,0.2163904959059085,0.0,0.0,0.0,0.0
train,6166,0.18732639227263853,0.28026155737785863,0.0,0.0,0.0,0.0
train,6167,0.2851583316996553,-0.15693715455255586,0.0,1.0,0.0,0.0
train,6168,0.09512666014498222,0.45987168017394037,0.0,0.0,1.0,0.0
train,6169,0.1964335370594379,0.5968394116024327,0.0,0.0,1.0,0.0
train,6170,0.1598101530420184,0.22869853499580975,0.0,0.0,0.0,0.0
train,6171,-0.03375404356722056,0.3618438970373292,0.0,0.0,0.0,0.0
train,6172,-0.05696048294732256,0.37205676620494416,0.0,0.0,0.0,0.0
train,6173,0.05107238524482047,-0.09387924926736685,0.0,0.0,0.0,0.0
train,6174,0.2640026987876676,0.11481786063099686,0.0,0.0,1.0,0.0
train,6175,0.12847136708021353,0.2824607875599248,0.0,0.0,0.0,0.0
train,6176,0.30168314115524375,0.2065724529709248,0.0,0.0,0.0,0.0
train,6177,-0.15216851376211432,0.2825887621389047,0.0,0.0,0.0,0.0
train,6178,0.15117273004502507,-0.022646046080902704,0.0,0.0,1.0,0.0
train,6179,0.1749186299517771,0.24091500739304472,0.0,0.0,0.0,0.0
train,6180,0.35527913576058,0.20332481092025065,0.0,1.0,0.0,0.0
train,6181,0.24693946336314493,-0.016438642823670552,0.0,1.0,1.0,1.0
train,6182,0.39757289574970833,0.4144069439326418,0.0,0.0,0.0,0.0
train,6183,0.2308034655817236,0.3821301166630865,0.0,0.0,0.0,0.0
train,6184,0.1694686280640839,0.2971305890715248,0.0,0.0,0.0,0.0
train,6185,0.20638555088965344,-0.13285341327042322,0.0,1.0,1.0,1.0
train,6186,-0.032379776813342004,0.3053244591624368,0.0,0.0,0.0,0.0
train,6187,0.184554053196156,0.19736819882426312,0.0,0.0,0.0,0.0
train,6188,0.19778424903489825,0.1647149024095376,0.0,0.0,0.0,0.0
train,6189,0.08402068687014785,0.18533409835133044,0.0,0.0,0.0,0.0
train,6190,-0.033903194295644534,0.36922913941816204,0.0,0.0,1.0,0.0
train,6191,0.3697241615661198,0.3213567361519747,0.0,0.0,0.0,0.0
train,6192,0.019760167028628622,0.42115705871957526,0.0,0.0,1.0,0.0
train,6193,0.02289043319952938,0.23885697911901707,0.0,0.0,0.0,0.0
train,6194,0.22696383973668474,0.48403149780607047,0.0,0.0,0.0,0.0
train,6195,0.31526407549096613,0.17312559515808593,0.0,0.0,1.0,0.0
train,6196,0.39114071143600815,0.26217441532373287,0.0,1.0,0.0,0.0
train,6197,0.1940369361267216,0.2752547501775527,0.0,0.0,0.0,0.0
train,6198,0.1405711001000184,0.10041160719728044,0.0,0.0,0.0,0.0
train,6199,0.027547639475562186,0.21983233331037072,0.0,0.0,0.0,0.0
train,6200,-0.16747877249850146,-0.04175471188549795,0.0,0.0,0.0,0.0
train,6201,0.24062067933493073,0.07786276208620753,0.0,1.0,0.0,0.0
train,6202,0.030615066770437488,0.15415019414219372,0.0,0.0,0.0,0.0
train,6203,-0.09340634226192346,-0.04792148358439244,0.0,0.0,0.0,0.0
train,6204,0.20699751452167167,0.06721220694147913,0.0,1.0,0.0,0.0
train,6205,0.040041216863646215,0.28535567305215614,0.0,0.0,0.0,0.0
train,6206,0.3890222242713543,0.5343685157510196,0.0,0.0,0.0,0.0
train,6207,0.2716773068941263,-0.06333243855806744,0.0,1.0,0.0,0.0
train,6208,0.21990276758073746,0.26872319143961926,0.0,0.0,0.0,0.0
train,6209,-0.011548800723177766,0.12029753357107453,0.0,0.0,0.0,0.0
train,6210,0.42661540170962386,0.16864352529317836,0.0,1.0,1.0,1.0
train,6211,-0.09291164710929692,0.3793218676010095,0.0,0.0,1.0,0.0
train,6212,0.07985717429396347,0.2037050055065395,0.0,0.0,0.0,0.0
train,6213,0.23061560549356608,0.12024556294341858,0.0,0.0,0.0,0.0
train,6214,0.21697842141562257,-0.028459963159631757,0.0,1.0,0.0,0.0
train,6215,0.3940916601658234,-0.08689355801020224,0.0,1.0,0.0,0.0
train,6216,0.03142166655513062,-0.11542434090237708,0.0,1.0,0.0,0.0
train,6217,0.521798704682219,0.16706860913147945,0.0,1.0,1.0,1.0
train,6218,0.00860592002895838,-0.20109833997483217,0.0,1.0,0.0,0.0
train,6219,0.4602021339636256,0.18840149494018302,0.0,1.0,1.0,1.0
train,6220,0.34554953602749183,0.28344170546544145,0.0,0.0,0.0,0.0
train,6221,0.05685129170952272,0.28426603870039224,0.0,0.0,0.0,0.0
train,6222,0.0413414184634127,0.2690678343101016,0.0,0.0,0.0,0.0
train,6223,0.2721774008117666,0.16779960854207446,0.0,1.0,0.0,0.0
train,6224,0.06281940038535247,0.09911040320967378,0.0,0.0,0.0,0.0
train,6225,0.12403921929728431,0.16429319499472309,0.0,0.0,0.0,0.0
train,6226,0.30034031087072643,0.0484325538644587,0.0,1.0,0.0,0.0
train,6227,0.20309815761899103,0.2953963141769462,0.0,0.0,0.0,0.0
train,6228,0.14737145572746782,0.20503958927384308,0.0,0.0,0.0,0.0
train,6229,0.458118359303536,0.1023174124938459,0.0,1.0,1.0,1.0
train,6230,0.14151619778511787,-0.14194668782071806,0.0,1.0,0.0,0.0
train,6231,0.29930842256859835,0.0993211462460003,0.0,0.0,1.0,0.0
train,6232,0.35105631024777917,0.11668151180688283,0.0,1.0,0.0,0.0
train,6233,0.0971330107757297,0.28445502022101987,0.0,0.0,0.0,0.0
train,6234,0.432852773170942,0.12556247243277033,0.0,1.0,1.0,1.0
train,6235,0.0880350166561531,0.028486360025050367,0.0,0.0,0.0,0.0
train,6236,0.0698727983181852,0.22082845713271176,0.0,0.0,0.0,0.0
train,6237,0.13585876363346822,0.12360175578039144,0.0,0.0,0.0,0.0
train,6238,0.3548926025209742,0.11906653149799813,0.0,1.0,1.0,1.0
train,6239,-0.13298506957506911,0.2910732577607661,0.0,0.0,1.0,0.0
train,6240,-0.20270712656471568,-0.10502623879363482,0.0,0.0,0.0,0.0
train,6241,-0.13675971470667792,-0.07189470831512498,0.0,0.0,0.0,0.0
train,6242,-0.07642143774094759,0.0672821805787244,0.0,0.0,0.0,0.0
train,6243,0.28363825166001466,0.37332332504354154,0.0,0.0,0.0,0.0
train,6244,0.2632462353335719,0.01877567218416859,0.0,1.0,1.0,1.0
train,6245,-0.10335597891256276,0.2303362003749762,0.0,0.0,0.0,0.0
train,6246,0.11768465139443907,0.0706731303600952,0.0,0.0,0.0,0.0
train,6247,0.3193049008168853,0.3198640405392189,0.0,0.0,0.0,0.0
train,6248,-0.08751269244553928,-0.10489814780107731,0.0,1.0,0.0,0.0
train,6249,0.28384354093252406,-0.21812479249308375,0.0,1.0,0.0,0.0
train,6250,0.06901631846653249,0.1725218421283024,0.0,0.0,0.0,0.0
train,6251,0.14761731237799863,0.4711508029114314,0.0,0.0,0.0,0.0
train,6252,0.5338422425263973,-0.05807608842022646,0.0,1.0,0.0,0.0
train,6253,0.2522173917770741,0.2743401702477699,0.0,0.0,0.0,0.0
train,6254,0.3036628764225449,-0.04307288191461295,0.0,1.0,0.0,0.0
train,6255,0.2997403529945746,0.28030946379354277,0.0,0.0,0.0,0.0
train,6256,0.17737255722606096,0.42030060063924235,0.0,0.0,1.0,0.0
train,6257,0.3387178560511641,0.24869767279266242,0.0,1.0,0.0,0.0
train,6258,0.07449549084196033,0.2634916464364871,0.0,0.0,0.0,0.0
train,6259,0.048020834932472764,-0.16663068364478623,0.0,1.0,0.0,0.0
train,6260,0.12323222436958596,0.3348703358690013,0.0,0.0,0.0,0.0
train,6261,0.22641763687301794,0.10701342200436043,0.0,1.0,1.0,1.0
train,6262,0.02134470345910766,-0.2099775939405088,0.0,1.0,0.0,0.0
train,6263,0.3141406651968621,0.2841286991918551,0.0,0.0,0.0,0.0
train,6264,0.144000165762213,0.4406254640103178,0.0,0.0,0.0,0.0
train,6265,0.3887644286834604,0.36459843336386727,0.0,0.0,0.0,0.0
train,6266,-0.17656148735857058,0.19319250120532433,0.0,0.0,0.0,0.0
train,6267,0.16404730107415239,0.4111977791970101,0.0,0.0,0.0,0.0
train,6268,-0.15521461322636199,0.29148733657049086,0.0,0.0,0.0,0.0
train,6269,0.14189923658660084,0.038479982717937275,0.0,0.0,0.0,0.0
train,6270,0.05869902676308761,0.16109897633235704,0.0,0.0,0.0,0.0
train,6271,0.2070290025395194,0.47617413597904445,0.0,0.0,1.0,0.0
train,6272,0.2173435023217071,-0.2017773640781727,0.0,1.0,0.0,0.0
train,6273,-0.21655714622631184,0.03651780105779687,0.0,0.0,0.0,0.0
train,6274,0.1712682437804199,0.3566141871276689,0.0,0.0,0.0,0.0
train,6275,-0.15602471265378098,0.11032293625298953,0.0,0.0,0.0,0.0
train,6276,0.23079672030569506,-0.2780113472490805,0.0,1.0,0.0,0.0
train,6277,0.15051907848862695,0.24465938516900826,0.0,0.0,0.0,0.0
train,6278,0.36820682330938503,0.3181554486801478,0.0,0.0,0.0,0.0
train,6279,-0.0006650602565955177,0.16933408153601642,0.0,0.0,0.0,0.0
train,6280,-0.05645323721118092,0.37798343820311564,0.0,0.0,0.0,0.0
train,6281,0.21681461340949976,0.44461563202320314,0.0,0.0,0.0,0.0
train,6282,0.20089262131739882,0.1616809797238347,0.0,0.0,0.0,0.0
train,6283,-0.0528166489972923,0.013224150499825171,0.0,0.0,0.0,0.0
train,6284,0.3531531034761172,0.0224989017649099,0.0,1.0,1.0,1.0
train,6285,0.033780168125689236,0.1296806062235362,0.0,0.0,0.0,0.0
train,6286,0.06857472571392526,0.12253389645741938,0.0,0.0,0.0,0.0
train,6287,0.7100866687535086,0.26526024240836016,0.0,1.0,1.0,1.0
train,6288,0.16157687437278279,0.49764288840713594,0.0,0.0,1.0,0.0
train,6289,0.285881217897766,-0.0018892330622457265,0.0,1.0,1.0,1.0
train,6290,0.05776450882972124,0.18110729781120907,0.0,0.0,0.0,0.0
train,6291,0.10672957412878246,0.1572117723325245,0.0,0.0,0.0,0.0
train,6292,0.5921154640333187,0.2720750143085955,0.0,1.0,1.0,1.0
train,6293,0.09142664620699413,0.03596948318944887,0.0,1.0,0.0,0.0
train,6294,0.2653217175492946,0.32947927313055664,0.0,0.0,0.0,0.0
train,6295,0.011435406426833605,0.18372137236354538,0.0,0.0,0.0,0.0
train,6296,0.06980982497154799,0.05862938783347317,0.0,0.0,0.0,0.0
train,6297,0.07027254179880174,0.23236846318350252,0.0,0.0,0.0,0.0
train,6298,0.28585743345793874,0.154922864649424,0.0,0.0,0.0,0.0
train,6299,0.031409897754260785,0.3441140983325629,0.0,0.0,0.0,0.0
train,6300,0.1912751044898772,-0.10722320594397483,0.0,1.0,0.0,0.0
train,6301,0.15409117646105353,0.2837062673891786,0.0,0.0,0.0,0.0
train,6302,-0.08033277640693523,-0.09301813582943635,0.0,0.0,0.0,0.0
train,6303,0.2678183851416611,-0.026548409658937788,0.0,1.0,0.0,0.0
train,6304,0.2709406519754746,0.18410837414267348,0.0,1.0,0.0,0.0
train,6305,0.25327488152814404,0.005691451856586316,0.0,1.0,1.0,1.0
train,6306,0.447697723945558,0.22374136692029314,0.0,1.0,1.0,1.0
train,6307,0.20365524331377144,0.2628070487825,0.0,0.0,0.0,0.0
train,6308,0.441382786153562,0.5854492518947313,0.0,0.0,1.0,0.0
train,6309,0.24437684545173155,0.5442490080131748,0.0,0.0,1.0,0.0
train,6310,0.04271347551010188,0.562188066674192,0.0,0.0,0.0,0.0
train,6311,-0.3131698249103538,0.23244786229678932,0.0,0.0,0.0,0.0
train,6312,0.11220631431503095,0.2800371544686797,0.0,0.0,0.0,0.0
train,6313,0.018273841474289454,0.012171744355465003,0.0,0.0,0.0,0.0
train,6314,0.20408468336201152,0.08023473495211753,0.0,0.0,0.0,0.0
train,6315,0.25300514626013243,-0.05883021225788479,0.0,1.0,0.0,0.0
train,6316,0.20880153720625236,0.0016383623556754934,0.0,0.0,0.0,0.0
train,6317,-0.03281835535093022,0.45497563102294963,0.0,0.0,1.0,0.0
train,6318,-0.023599748991563724,0.29275047590049286,0.0,0.0,0.0,0.0
train,6319,0.17313868279758077,0.168956121209641,0.0,0.0,0.0,0.0
train,6320,-0.07179795367764524,0.18616145693684827,0.0,0.0,0.0,0.0
train,6321,0.011553132211292172,0.3209690356064202,0.0,0.0,0.0,0.0
train,6322,-0.03754975415446887,-0.056039097048773884,0.0,0.0,0.0,0.0
train,6323,-0.022734422369418084,0.19165769130921437,0.0,0.0,0.0,0.0
train,6324,0.1727902902012348,0.15446720221904917,0.0,0.0,0.0,0.0
train,6325,0.38015745974145143,-0.08274539510630283,0.0,1.0,0.0,0.0
train,6326,0.09103130039263864,-0.1552679948160159,0.0,1.0,0.0,0.0
train,6327,0.1148801758676039,0.081808095885448,0.0,0.0,0.0,0.0
train,6328,0.301183627669129,0.41407344646406513,0.0,0.0,1.0,0.0
train,6329,0.20120478508053558,0.48584851969717757,0.0,0.0,1.0,0.0
train,6330,0.2356263670905165,0.3748233148957112,0.0,0.0,0.0,0.0
train,6331,0.28227295784688355,-0.004236953294388696,0.0,1.0,1.0,1.0
train,6332,0.1303166827636669,0.10210688439575047,0.0,0.0,0.0,0.0
train,6333,0.25952340271969265,0.14741579550908757,0.0,0.0,0.0,0.0
train,6334,0.25422937707461685,0.09971031681523765,0.0,1.0,0.0,0.0
train,6335,0.22083375202023967,0.3566060249915931,0.0,0.0,0.0,0.0
train,6336,0.05257719134208305,0.2742959233582287,0.0,0.0,0.0,0.0
train,6337,0.2327921347079382,0.17036183433552876,0.0,0.0,0.0,0.0
train,6338,0.5311490243151243,-0.1204886044819875,0.0,1.0,0.0,0.0
train,6339,0.3987946483375632,0.3314925976531491,0.0,0.0,0.0,0.0
train,6340,-0.03210714562036521,0.31829273048886975,0.0,0.0,0.0,0.0
train,6341,0.2394167214511678,-0.10092211861258316,0.0,1.0,0.0,0.0
train,6342,0.3414231776618606,-0.19409125796745647,0.0,1.0,0.0,0.0
train,6343,0.3708563209509802,0.17420582205345006,0.0,1.0,1.0,1.0
train,6344,0.20254177148962055,0.1508640435514612,0.0,0.0,0.0,0.0
train,6345,0.27267710125640027,0.388018598987927,0.0,0.0,0.0,0.0
train,6346,-0.003234362065334895,0.10480879556109818,0.0,0.0,0.0,0.0
train,6347,0.031151620644439493,0.26123252587258416,0.0,0.0,0.0,0.0
train,6348,0.21187610767866302,0.15417304599525883,0.0,0.0,0.0,0.0
train,6349,0.219677398645207,0.3974418514556397,0.0,0.0,0.0,0.0
train,6350,0.13694543611131152,0.5803640616142669,0.0,0.0,0.0,0.0
train,6351,0.2929308222108611,0.09401395675515158,0.0,1.0,1.0,1.0
train,6352,0.2446764385852186,-7.586359285080557e-05,0.0,1.0,1.0,1.0
train,6353,-0.09301839723978425,-0.04310120508140042,0.0,0.0,0.0,0.0
train,6354,0.20836105002498476,0.3165279960946005,0.0,0.0,0.0,0.0
train,6355,0.09809578711861731,0.45915024225249124,0.0,0.0,1.0,0.0
train,6356,0.37694738445308407,0.13194330028702422,0.0,1.0,1.0,1.0
train,6357,0.240287660537023,0.1602623737830659,0.0,1.0,0.0,0.0
train,6358,0.16804260337129714,0.3065470066595173,0.0,0.0,0.0,0.0
train,6359,0.12825944815387458,0.10624607844627808,0.0,0.0,0.0,0.0
train,6360,0.16082014953038143,-0.05195641075542029,0.0,1.0,0.0,0.0
train,6361,0.6402780818710201,0.22433818959948726,0.0,1.0,1.0,1.0
train,6362,0.1881166862518991,0.3326637148987058,0.0,0.0,0.0,0.0
train,6363,0.08855621277306944,0.13904122918388226,0.0,0.0,0.0,0.0
train,6364,0.005511492613864827,0.5089679610608198,0.0,0.0,0.0,0.0
train,6365,0.2107547413647097,-0.021019334592293548,0.0,1.0,1.0,1.0
train,6366,0.04953934587601129,-0.10127484544448057,0.0,1.0,0.0,0.0
train,6367,0.1929565833618352,-0.024583822621499274,0.0,1.0,0.0,0.0
train,6368,0.1631662457885534,-0.02127661134682221,0.0,1.0,0.0,0.0
train,6369,0.03931714888056148,0.16518708448339806,0.0,0.0,0.0,0.0
train,6370,0.14753556396537104,0.32087271617638913,0.0,0.0,0.0,0.0
train,6371,-0.32432631339706347,0.1568998365701076,0.0,0.0,0.0,0.0
train,6372,0.3305849913775459,0.3525856013846544,0.0,0.0,0.0,0.0
train,6373,0.19245191685994764,0.20090792190338014,0.0,0.0,0.0,0.0
train,6374,0.2558892467277215,-0.03776647232529107,0.0,1.0,0.0,0.0
train,6375,0.2894078781499065,0.44735621429857575,0.0,0.0,1.0,0.0
train,6376,0.14496068009238308,0.36282092941157895,0.0,0.0,0.0,0.0
train,6377,0.22720490125969983,0.3397476359784552,0.0,0.0,0.0,0.0
train,6378,0.150806710294109,0.2855258595408452,0.0,0.0,0.0,0.0
train,6379,0.06149640537730622,0.4342628567306009,0.0,0.0,0.0,0.0
train,6380,0.084030070235384,-0.04947103030417571,0.0,0.0,0.0,0.0
train,6381,0.36072902655834915,0.5342279453652612,0.0,0.0,0.0,0.0
train,6382,-0.024384148963898372,0.16281582770214406,0.0,0.0,0.0,0.0
train,6383,0.23250570028418382,0.13248275767409665,0.0,0.0,0.0,0.0
train,6384,-0.016723209374681025,-0.10876886198541835,0.0,0.0,0.0,0.0
train,6385,0.3457212930363358,-0.12078880322714641,0.0,1.0,0.0,0.0
train,6386,0.0922222632242145,0.2560940238211505,0.0,0.0,0.0,0.0
train,6387,-0.13241533454256843,0.15893534353580308,0.0,0.0,0.0,0.0
train,6388,0.22320899190719756,0.17412921606216616,0.0,0.0,0.0,0.0
train,6389,0.09035254753657912,0.19113828036326178,0.0,0.0,0.0,0.0
train,6390,0.08205254769125707,0.10203753767807519,0.0,0.0,0.0,0.0
train,6391,-0.3406242438849233,0.12826070813722212,0.0,0.0,0.0,0.0
train,6392,-0.05431072703962564,0.21782603103475318,0.0,0.0,0.0,0.0
train,6393,0.4665585524217085,0.18479959123409925,0.0,1.0,1.0,1.0
train,6394,0.12640245039423093,0.21363933627950102,0.0,0.0,0.0,0.0
train,6395,0.0026000162419241024,0.5668021854540942,0.0,0.0,0.0,0.0
train,6396,-0.14321213762171514,-0.18606224568307572,0.0,0.0,0.0,0.0
train,6397,0.2483001793251275,0.25717790821831066,0.0,0.0,0.0,0.0
train,6398,-0.19669197823398255,0.14243561662817347,0.0,0.0,0.0,0.0
train,6399,0.3383143770344398,0.02824828212461214,0.0,1.0,1.0,1.0
train,6400,-0.15050620547487692,0.08671307160293998,0.0,0.0,0.0,0.0
train,6401,-0.14024452296659856,0.06199924485915255,0.0,0.0,0.0,0.0
train,6402,0.21782719232482337,0.18951847249375856,0.0,0.0,0.0,0.0
train,6403,-0.11887617074302398,0.020235497924877166,0.0,0.0,0.0,0.0
train,6404,-0.08147065223264852,0.21718251291677426,0.0,0.0,0.0,0.0
