,k,testing_disparity,model,metric,Group 0 value,Group 1 value,diff,overall
0.2222222222222222,3.0,1.0,TestedOnlyModel,AUC,0.5088709677419355,0.4557525199860966,0.0531184477558389,0.461540582774152
0.2222222222222222,3.0,1.0,TestedOnlyModel,xAUC,0.4984184914841849,0.4745775729646697,0.0238409185195151,
0.2222222222222222,3.0,1.0,TestedOnlyModel,ROCGap,0.0846619401904761,-0.0314625740380952,0.1161245142285714,
0.2222222222222222,3.0,1.0,DCEMModel,AUC,0.6443548387096775,0.6248754489630403,0.0194793897466372,0.6268682783344057
0.2222222222222222,3.0,1.0,DCEMModel,xAUC,0.6298053527980535,0.6364823348694316,-0.0066769820713781,
0.2222222222222222,3.0,1.0,DCEMModel,ROCGap,0.0568714285714285,-0.0391276348620689,0.0959990634334975,
0.2222222222222222,3.0,1.0,YObsModel,AUC,0.5274193548387097,0.3839531919823891,0.1434661628563206,0.3989613015902197
0.2222222222222222,3.0,1.0,YObsModel,xAUC,0.5072992700729927,0.4185099846390169,0.0887892854339758,
0.2222222222222222,3.0,1.0,YObsModel,ROCGap,0.1692237243904761,-0.0259604761904761,0.1951842005809523,
0.2222222222222222,2.0,2.0,TestedOnlyModel,AUC,0.5225806451612903,0.5832696095469818,-0.0606889643856914,0.5765787296626528
0.2222222222222222,2.0,2.0,TestedOnlyModel,xAUC,0.5059610705596107,0.5885560675883257,-0.0825949970287149,
0.2222222222222222,2.0,2.0,TestedOnlyModel,ROCGap,0.0183147619047619,-0.0787895102666666,0.0971042721714285,
0.2222222222222222,2.0,2.0,DCEMModel,AUC,0.510483870967742,0.6073340285019118,-0.0968501575341698,0.5970493611545179
0.2222222222222222,2.0,2.0,DCEMModel,xAUC,0.5169099756690998,0.5931643625192012,-0.0762543868501014,
0.2222222222222222,2.0,2.0,DCEMModel,ROCGap,0.003007619047619,-0.0963921614047619,0.0993997804523809,
0.2222222222222222,2.0,2.0,YObsModel,AUC,0.5774193548387097,0.4009153052948673,0.1765040495438423,0.4195973894659435
0.2222222222222222,2.0,2.0,YObsModel,xAUC,0.559610705596107,0.4422427035330261,0.1173680020630809,
0.2222222222222222,2.0,2.0,YObsModel,ROCGap,0.200478580030303,-0.0208590476190476,0.2213376276493506,
0.2222222222222222,10.0,2.0,TestedOnlyModel,AUC,0.6741935483870968,0.627262194415479,0.0469313539716177,0.63276955602537
0.2222222222222222,10.0,2.0,TestedOnlyModel,xAUC,0.6515815085158151,0.6533794162826421,-0.0017979077668269,
0.2222222222222222,10.0,2.0,TestedOnlyModel,ROCGap,0.1029052380952381,-0.0559741238095238,0.1588793619047619,
0.2222222222222222,10.0,2.0,DCEMModel,AUC,0.6459677419354839,0.6329741629011701,0.0129935790343137,0.6353984741244599
0.2222222222222222,10.0,2.0,DCEMModel,xAUC,0.6288321167883212,0.6544546850998464,-0.0256225683115252,
0.2222222222222222,10.0,2.0,DCEMModel,ROCGap,0.0773685714285714,-0.0643568902857142,0.1417254617142857,
0.2222222222222222,10.0,2.0,YObsModel,AUC,0.6741935483870968,0.627262194415479,0.0469313539716177,0.63276955602537
0.2222222222222222,10.0,2.0,YObsModel,xAUC,0.6515815085158151,0.6533794162826421,-0.0017979077668269,
0.2222222222222222,10.0,2.0,YObsModel,ROCGap,0.1029052380952381,-0.0559741238095238,0.1588793619047619,
0.2222222222222222,0.3333333333333333,0.6666666666666667,TestedOnlyModel,AUC,0.6040322580645161,0.4096049125246205,0.1944273455398955,0.4290192113245702
0.2222222222222222,0.3333333333333333,0.6666666666666667,TestedOnlyModel,xAUC,0.5614355231143552,0.4617511520737327,0.0996843710406224,
0.2222222222222222,0.3333333333333333,0.6666666666666667,TestedOnlyModel,ROCGap,0.1953917463251231,-0.0006661315336617,0.1960578778587848,
0.2222222222222222,0.3333333333333333,0.6666666666666667,DCEMModel,AUC,0.5185483870967742,0.5672691461012629,-0.0487207590044886,0.5641051567239636
0.2222222222222222,0.3333333333333333,0.6666666666666667,DCEMModel,xAUC,0.5755474452554744,0.5364055299539171,0.0391419153015573,
0.2222222222222222,0.3333333333333333,0.6666666666666667,DCEMModel,ROCGap,0.0248580952380952,-0.070764258060606,0.0956223532987013,
0.2222222222222222,0.3333333333333333,0.6666666666666667,YObsModel,AUC,0.525,0.3965241571080987,0.1284758428919012,0.4094769739865797
0.2222222222222222,0.3333333333333333,0.6666666666666667,YObsModel,xAUC,0.4833333333333333,0.4371735791090629,0.0461597542242703,
0.2222222222222222,0.3333333333333333,0.6666666666666667,YObsModel,ROCGap,0.1386723111926739,-0.0088319047619047,0.1475042159545787,
0.2222222222222222,0.5,1.5,TestedOnlyModel,AUC,0.5379032258064517,0.3849380141350944,0.1529652116713572,0.3997426234028863
0.2222222222222222,0.5,1.5,TestedOnlyModel,xAUC,0.4788321167883211,0.4321044546850998,0.0467276621032213,
0.2222222222222222,0.5,1.5,TestedOnlyModel,ROCGap,0.1522183627619047,0.0,0.1522183627619047,
0.2222222222222222,0.5,1.5,DCEMModel,AUC,0.5169354838709678,0.57312014830263,-0.0561846644316622,0.566780034929681
0.2222222222222222,0.5,1.5,DCEMModel,xAUC,0.5288321167883212,0.548310291858679,-0.0194781750703577,
0.2222222222222222,0.5,1.5,DCEMModel,ROCGap,0.0211485714285714,-0.0776741621527719,0.0988227335813434,
0.2222222222222222,0.5,1.5,YObsModel,AUC,0.4620967741935484,0.3794693546518364,0.0826274195417119,0.3872138983362441
0.2222222222222222,0.5,1.5,YObsModel,xAUC,0.4281021897810219,0.4145929339477726,0.0135092558332492,
0.2222222222222222,0.5,1.5,YObsModel,ROCGap,0.0938879866805194,-0.0123699999999999,0.1062579866805194,
0.2222222222222222,10.0,1.0,TestedOnlyModel,AUC,0.6741935483870968,0.627262194415479,0.0469313539716177,0.63276955602537
0.2222222222222222,10.0,1.0,TestedOnlyModel,xAUC,0.6515815085158151,0.6533794162826421,-0.0017979077668269,
0.2222222222222222,10.0,1.0,TestedOnlyModel,ROCGap,0.1029052380952381,-0.0559741238095238,0.1588793619047619,
0.2222222222222222,10.0,1.0,DCEMModel,AUC,0.6459677419354839,0.6329741629011701,0.0129935790343137,0.6353984741244599
0.2222222222222222,10.0,1.0,DCEMModel,xAUC,0.6288321167883212,0.6544546850998464,-0.0256225683115252,
0.2222222222222222,10.0,1.0,DCEMModel,ROCGap,0.0773685714285714,-0.0643568902857142,0.1417254617142857,
0.2222222222222222,10.0,1.0,YObsModel,AUC,0.6741935483870968,0.627262194415479,0.0469313539716177,0.63276955602537
0.2222222222222222,10.0,1.0,YObsModel,xAUC,0.6515815085158151,0.6533794162826421,-0.0017979077668269,
0.2222222222222222,10.0,1.0,YObsModel,ROCGap,0.1029052380952381,-0.0559741238095238,0.1588793619047619,
0.2222222222222222,0.25,0.6666666666666667,TestedOnlyModel,AUC,0.5588709677419355,0.4062101726335303,0.1526607951084051,0.4219137788399669
0.2222222222222222,0.25,0.6666666666666667,TestedOnlyModel,xAUC,0.5100973236009733,0.4575268817204301,0.0525704418805431,
0.2222222222222222,0.25,0.6666666666666667,TestedOnlyModel,ROCGap,0.1530367065499231,0.0,0.1530367065499231,
0.2222222222222222,0.25,0.6666666666666667,DCEMModel,AUC,0.6008064516129032,0.5955856795272854,0.0052207720856178,0.5973067377516316
0.2222222222222222,0.25,0.6666666666666667,DCEMModel,xAUC,0.6155717761557178,0.5934715821812596,0.0221001939744581,
0.2222222222222222,0.25,0.6666666666666667,DCEMModel,ROCGap,0.047252014432653,-0.0421729043945578,0.0894249188272109,
0.2222222222222222,0.25,0.6666666666666667,YObsModel,AUC,0.4620967741935484,0.3899664001853783,0.07213037400817,0.3968011765787296
0.2222222222222222,0.25,0.6666666666666667,YObsModel,xAUC,0.4098540145985401,0.4341013824884792,-0.024247367889939,
0.2222222222222222,0.25,0.6666666666666667,YObsModel,ROCGap,0.0803508826212454,-0.0073280952380952,0.0876789778593406,
0.2222222222222222,1.0,0.6666666666666667,TestedOnlyModel,AUC,0.6056451612903225,0.4779515699223728,0.1276935913679496,0.4903575696295615
0.2222222222222222,1.0,0.6666666666666667,TestedOnlyModel,xAUC,0.5577858880778589,0.5198924731182796,0.0378934149595793,
0.2222222222222222,1.0,0.6666666666666667,TestedOnlyModel,ROCGap,0.1481435711564626,-0.0198671428571428,0.1680107140136054,
0.2222222222222222,1.0,0.6666666666666667,DCEMModel,AUC,0.5177419354838709,0.5843587069864442,-0.0666167715025732,0.5789962312712565
0.2222222222222222,1.0,0.6666666666666667,DCEMModel,xAUC,0.5474452554744526,0.554915514592934,-0.0074702591184814,
0.2222222222222222,1.0,0.6666666666666667,DCEMModel,ROCGap,0.0109419047619047,-0.0784710497414966,0.0894129545034013,
0.2222222222222222,1.0,0.6666666666666667,YObsModel,AUC,0.5620967741935484,0.3694473409801877,0.1926494332133607,0.3895762478168949
0.2222222222222222,1.0,0.6666666666666667,YObsModel,xAUC,0.53661800486618,0.4106758832565284,0.1259421216096516,
0.2222222222222222,1.0,0.6666666666666667,YObsModel,ROCGap,0.2098404847922078,-0.0140057142857142,0.223846199077922,
0.2222222222222222,3.0,0.5,TestedOnlyModel,AUC,0.5,0.5547213532614993,-0.0547213532614992,0.5507767258020039
0.2222222222222222,3.0,0.5,TestedOnlyModel,xAUC,0.4891727493917275,0.5700460829493088,-0.0808733335575813,
0.2222222222222222,3.0,0.5,TestedOnlyModel,ROCGap,0.0139799999999999,-0.0686444788,0.0826244788,
0.2222222222222222,3.0,0.5,DCEMModel,AUC,0.5774193548387097,0.6467964314679643,-0.0693770766292546,0.6410239911756596
0.2222222222222222,3.0,0.5,DCEMModel,xAUC,0.5635036496350365,0.6568356374807988,-0.0933319878457622,
0.2222222222222222,3.0,0.5,DCEMModel,ROCGap,0.0047271428571428,-0.0747315460041407,0.0794586888612836,
0.2222222222222222,3.0,0.5,YObsModel,AUC,0.5169354838709678,0.3778936392075078,0.1390418446634599,0.3928302233661182
0.2222222222222222,3.0,0.5,YObsModel,xAUC,0.4984184914841849,0.4136712749615975,0.0847472165225873,
0.2222222222222222,3.0,0.5,YObsModel,ROCGap,0.1609278683904761,-0.02119,0.1821178683904761,
0.2222222222222222,4.0,2.0,TestedOnlyModel,AUC,0.5556451612903226,0.5526358475263585,0.003009313763964,0.55502343965438
0.2222222222222222,4.0,2.0,TestedOnlyModel,xAUC,0.5487834549878345,0.57357910906298,-0.0247956540751455,
0.2222222222222222,4.0,2.0,TestedOnlyModel,ROCGap,0.0644904761904762,-0.0616521954805194,0.1261426716709957,
0.2222222222222222,4.0,2.0,DCEMModel,AUC,0.6564516129032258,0.6354651836403661,0.0209864292628597,0.6361246438091737
0.2222222222222222,4.0,2.0,DCEMModel,xAUC,0.6543795620437957,0.6330261136712749,0.0213534483725207,
0.2222222222222222,4.0,2.0,DCEMModel,ROCGap,0.0657914855238095,-0.0449678504451345,0.1107593359689441,
0.2222222222222222,4.0,2.0,YObsModel,AUC,0.5629032258064516,0.3880662727378056,0.174836953068646,0.407362809081717
0.2222222222222222,4.0,2.0,YObsModel,xAUC,0.5461070559610706,0.4303379416282642,0.1157691143328063,
0.2222222222222222,4.0,2.0,YObsModel,ROCGap,0.197288524030303,-0.0214009523809523,0.2186894764112554,
0.2222222222222222,2.0,1.5,TestedOnlyModel,AUC,0.5782258064516129,0.4384428223844282,0.1397829840671847,0.4508686460152588
0.2222222222222222,2.0,1.5,TestedOnlyModel,xAUC,0.5585158150851581,0.4543778801843318,0.1041379349008263,
0.2222222222222222,2.0,1.5,TestedOnlyModel,ROCGap,0.1592052380952381,-0.0193098938095238,0.1785151319047619,
0.2222222222222222,2.0,1.5,DCEMModel,AUC,0.5169354838709678,0.6201135442011354,-0.1031780603301676,0.6100560713300854
0.2222222222222222,2.0,1.5,DCEMModel,xAUC,0.5192214111922141,0.6130568356374808,-0.0938354244452667,
0.2222222222222222,2.0,1.5,DCEMModel,ROCGap,0.00869,-0.1124978286765188,0.1211878286765189,
0.2222222222222222,2.0,1.5,YObsModel,AUC,0.5903225806451613,0.3979840111226972,0.192338569522464,0.417878481478077
0.2222222222222222,2.0,1.5,YObsModel,xAUC,0.5635036496350365,0.4408602150537634,0.122643434581273,
0.2222222222222222,2.0,1.5,YObsModel,ROCGap,0.2085115240714286,-0.0144695238095238,0.2229810478809524,
0.2222222222222222,0.5,0.6666666666666667,TestedOnlyModel,AUC,0.5274193548387097,0.3940794809407948,0.1333398738979149,0.40694916812207
0.2222222222222222,0.5,0.6666666666666667,TestedOnlyModel,xAUC,0.4862530413625304,0.4313364055299539,0.0549166358325765,
0.2222222222222222,0.5,0.6666666666666667,TestedOnlyModel,ROCGap,0.1328448253523809,-0.000532619047619,0.1333774444,
0.2222222222222222,0.5,0.6666666666666667,DCEMModel,AUC,0.5137096774193548,0.5854825628548256,-0.0717728854354707,0.5805772589392407
0.2222222222222222,0.5,0.6666666666666667,DCEMModel,xAUC,0.5613138686131387,0.5500768049155146,0.0112370636976241,
0.2222222222222222,0.5,0.6666666666666667,DCEMModel,ROCGap,0.0332828571428571,-0.0992746077293232,0.1325574648721804,
0.2222222222222222,0.5,0.6666666666666667,YObsModel,AUC,0.475,0.3862472482910439,0.088752751708956,0.396038238808714
0.2222222222222222,0.5,0.6666666666666667,YObsModel,xAUC,0.454257907542579,0.4182795698924731,0.0359783376501059,
0.2222222222222222,0.5,0.6666666666666667,YObsModel,ROCGap,0.1027163623852813,-0.0123557142857142,0.1150720766709956,
0.2222222222222222,5.0,0.5,TestedOnlyModel,AUC,0.5669354838709677,0.559425327308539,0.0075101565624287,0.5607316848975089
0.2222222222222222,5.0,0.5,TestedOnlyModel,xAUC,0.5618004866180049,0.5687403993855606,-0.0069399127675557,
0.2222222222222222,5.0,0.5,TestedOnlyModel,ROCGap,0.0775566666666666,-0.0699263107705627,0.1474829774372294,
0.2222222222222222,5.0,0.5,DCEMModel,AUC,0.6653225806451613,0.6385355115282123,0.0267870691169489,0.6411986395808438
0.2222222222222222,5.0,0.5,DCEMModel,xAUC,0.6479318734793187,0.6503840245775729,-0.0024521510982542,
0.2222222222222222,5.0,0.5,DCEMModel,ROCGap,0.0858380952380952,-0.059827706767507,0.1456658020056022,
0.2222222222222222,5.0,0.5,YObsModel,AUC,0.5741935483870968,0.4095122233808365,0.1646813250062602,0.4271624230168214
0.2222222222222222,5.0,0.5,YObsModel,xAUC,0.5614355231143552,0.4456989247311828,0.1157365983831724,
0.2222222222222222,5.0,0.5,YObsModel,ROCGap,0.1897516960952381,-0.0250504761904761,0.2148021722857143,
0.2222222222222222,0.25,1.5,TestedOnlyModel,AUC,0.5435483870967742,0.4064418954929903,0.1371064916037838,0.4197352697858259
0.2222222222222222,0.25,1.5,TestedOnlyModel,xAUC,0.4945255474452554,0.449231950844854,0.0452935966004013,
0.2222222222222222,0.25,1.5,TestedOnlyModel,ROCGap,0.1365675829369369,-3.047619047619045e-05,0.1365980591274131,
0.2222222222222222,0.25,1.5,DCEMModel,AUC,0.5685483870967742,0.57840342949832,-0.0098550424015457,0.5764960014707234
0.2222222222222222,0.25,1.5,DCEMModel,xAUC,0.6130170316301703,0.5403993855606759,0.0726176460694943,
0.2222222222222222,0.25,1.5,DCEMModel,ROCGap,0.0453866546666666,-0.0593558610187876,0.1047425156854543,
0.2222222222222222,0.25,1.5,YObsModel,AUC,0.4580645161290322,0.3880199281659136,0.0700445879631186,0.3955786377424395
0.2222222222222222,0.25,1.5,YObsModel,xAUC,0.405352798053528,0.4338709677419355,-0.0285181696884075,
0.2222222222222222,0.25,1.5,YObsModel,ROCGap,0.0771604064307692,-0.0063004761904761,0.0834608826212454,
0.2222222222222222,5.0,0.6666666666666667,TestedOnlyModel,AUC,0.5620967741935484,0.5611632487544896,0.0009335254390587,0.5620737200110304
0.2222222222222222,5.0,0.6666666666666667,TestedOnlyModel,xAUC,0.5579075425790754,0.571121351766513,-0.0132138091874376,
0.2222222222222222,5.0,0.6666666666666667,TestedOnlyModel,ROCGap,0.0723286853333333,-0.0712301202943723,0.1435588056277056,
0.2222222222222222,5.0,0.6666666666666667,DCEMModel,AUC,0.5830645161290322,0.6400996408295678,-0.0570351247005356,0.6351410975273463
0.2222222222222222,5.0,0.6666666666666667,DCEMModel,xAUC,0.566301703163017,0.647542242703533,-0.081240539540516,
0.2222222222222222,5.0,0.6666666666666667,DCEMModel,ROCGap,0.0255419047619047,-0.0836986858799171,0.1092405906418219,
0.2222222222222222,5.0,0.6666666666666667,YObsModel,AUC,0.5717741935483871,0.4131386861313869,0.1586355074170002,0.4296994209026565
0.2222222222222222,5.0,0.6666666666666667,YObsModel,xAUC,0.5537712895377129,0.4476190476190476,0.1061522419186652,
0.2222222222222222,5.0,0.6666666666666667,YObsModel,ROCGap,0.18812411,-0.0294421587142857,0.2175662687142857,
0.2222222222222222,0.5,1.0,TestedOnlyModel,AUC,0.542741935483871,0.3873015873015873,0.1554403481822836,0.403024175016086
0.2222222222222222,0.5,1.0,TestedOnlyModel,xAUC,0.4888077858880779,0.4375576036866359,0.0512501822014419,
0.2222222222222222,0.5,1.0,TestedOnlyModel,ROCGap,0.1564568185931973,-0.0005378571428571,0.1569946757360544,
0.2222222222222222,0.5,1.0,DCEMModel,AUC,0.4919354838709677,0.5752867570385819,-0.0833512731676141,0.566871955142936
0.2222222222222222,0.5,1.0,DCEMModel,xAUC,0.524574209245742,0.5364823348694316,-0.0119081256236895,
0.2222222222222222,0.5,1.0,DCEMModel,ROCGap,0.0238628571428571,-0.1115324675324675,0.1353953246753247,
0.2222222222222222,0.5,1.0,YObsModel,AUC,0.4661290322580645,0.3791217703626462,0.0870072618954182,0.3879860281275852
0.2222222222222222,0.5,1.0,YObsModel,xAUC,0.431021897810219,0.4153609831029186,0.0156609147073004,
0.2222222222222222,0.5,1.0,YObsModel,ROCGap,0.0975946011714285,-0.0113123809523809,0.1089069821238095,
0.2222222222222222,5.0,1.5,TestedOnlyModel,AUC,0.5806451612903226,0.5603753910323254,0.0202697702579972,0.5627631216104422
0.2222222222222222,5.0,1.5,TestedOnlyModel,xAUC,0.5608272506082725,0.5778033794162827,-0.0169761288080101,
0.2222222222222222,5.0,1.5,TestedOnlyModel,ROCGap,0.0764323809523809,-0.0560851732857142,0.1325175542380952,
0.2222222222222222,5.0,1.5,DCEMModel,AUC,0.6895161290322581,0.6375506893755069,0.0519654396567512,0.6415938964978398
0.2222222222222222,5.0,1.5,DCEMModel,xAUC,0.6749391727493917,0.648694316436252,0.0262448563131397,
0.2222222222222222,5.0,1.5,DCEMModel,ROCGap,0.0837233333333333,-0.0296699684190476,0.1133933017523809,
0.2222222222222222,5.0,1.5,YObsModel,AUC,0.592741935483871,0.4041594253273085,0.1885825101565624,0.423136317676257
0.2222222222222222,5.0,1.5,YObsModel,xAUC,0.5608272506082725,0.4438556067588325,0.1169716438494399,
0.2222222222222222,5.0,1.5,YObsModel,ROCGap,0.2148817769206349,-0.0270504761904761,0.2419322531111111,
0.2222222222222222,4.0,0.6666666666666667,TestedOnlyModel,AUC,0.582258064516129,0.5630633762020624,0.0191946883140666,0.5653920397095321
0.2222222222222222,4.0,0.6666666666666667,TestedOnlyModel,xAUC,0.5749391727493918,0.5728878648233487,0.002051307926043,
0.2222222222222222,4.0,0.6666666666666667,TestedOnlyModel,ROCGap,0.0716019047619047,-0.0524309965523809,0.1240329013142857,
0.2222222222222222,4.0,0.6666666666666667,DCEMModel,AUC,0.6774193548387096,0.5990615224191866,0.0783578324195229,0.606085118117474
0.2222222222222222,4.0,0.6666666666666667,DCEMModel,xAUC,0.6514598540145985,0.6189708141321044,0.032489039882494,
0.2222222222222222,4.0,0.6666666666666667,DCEMModel,ROCGap,0.0980519047619047,-0.0185426500538302,0.116594554815735,
0.2222222222222222,4.0,0.6666666666666667,YObsModel,AUC,0.5951612903225807,0.4025026068821689,0.1926586834404117,0.4226583325673315
0.2222222222222222,4.0,0.6666666666666667,YObsModel,xAUC,0.5692214111922141,0.4419354838709677,0.1272859273212463,
0.2222222222222222,4.0,0.6666666666666667,YObsModel,ROCGap,0.2112930157761904,-0.0195147619047619,0.2308077776809523,
0.2222222222222222,0.25,2.0,TestedOnlyModel,AUC,0.5298387096774193,0.4045533541883906,0.1252853554890286,0.4174004963691515
0.2222222222222222,0.25,2.0,TestedOnlyModel,xAUC,0.4784671532846715,0.4523041474654378,0.0261630058192337,
0.2222222222222222,0.25,2.0,TestedOnlyModel,ROCGap,0.1260896232952381,-0.0007438095238095,0.1268334328190476,
0.2222222222222222,0.25,2.0,DCEMModel,AUC,0.5612903225806452,0.5603290464604334,0.0009612761202117,0.558516407758066
0.2222222222222222,0.25,2.0,DCEMModel,xAUC,0.6057177615571776,0.5238863287250384,0.0818314328321392,
0.2222222222222222,0.25,2.0,DCEMModel,ROCGap,0.0278104761904761,-0.0312679112535014,0.0590783874439776,
0.2222222222222222,0.25,2.0,YObsModel,AUC,0.4580645161290322,0.3880199281659136,0.0700445879631186,0.3955786377424395
0.2222222222222222,0.25,2.0,YObsModel,xAUC,0.405352798053528,0.4338709677419355,-0.0285181696884075,
0.2222222222222222,0.25,2.0,YObsModel,ROCGap,0.0771604064307692,-0.0063004761904761,0.0834608826212454,
0.2222222222222222,10.0,0.6666666666666667,TestedOnlyModel,AUC,0.6741935483870968,0.627262194415479,0.0469313539716177,0.63276955602537
0.2222222222222222,10.0,0.6666666666666667,TestedOnlyModel,xAUC,0.6515815085158151,0.6533794162826421,-0.0017979077668269,
0.2222222222222222,10.0,0.6666666666666667,TestedOnlyModel,ROCGap,0.1029052380952381,-0.0559741238095238,0.1588793619047619,
0.2222222222222222,10.0,0.6666666666666667,DCEMModel,AUC,0.6459677419354839,0.6329741629011701,0.0129935790343137,0.6353984741244599
0.2222222222222222,10.0,0.6666666666666667,DCEMModel,xAUC,0.6288321167883212,0.6544546850998464,-0.0256225683115252,
0.2222222222222222,10.0,0.6666666666666667,DCEMModel,ROCGap,0.0773685714285714,-0.0643568902857142,0.1417254617142857,
0.2222222222222222,10.0,0.6666666666666667,YObsModel,AUC,0.6741935483870968,0.627262194415479,0.0469313539716177,0.63276955602537
0.2222222222222222,10.0,0.6666666666666667,YObsModel,xAUC,0.6515815085158151,0.6533794162826421,-0.0017979077668269,
0.2222222222222222,10.0,0.6666666666666667,YObsModel,ROCGap,0.1029052380952381,-0.0559741238095238,0.1588793619047619,
0.2222222222222222,2.0,0.6666666666666667,TestedOnlyModel,AUC,0.4620967741935484,0.4466921561812073,0.0154046180123411,0.4496461071789686
0.2222222222222222,2.0,0.6666666666666667,TestedOnlyModel,xAUC,0.4476885644768856,0.4709677419354838,-0.0232791774585982,
0.2222222222222222,2.0,0.6666666666666667,TestedOnlyModel,ROCGap,0.0493999702857142,-0.0338489414285714,0.0832489117142857,
0.2222222222222222,2.0,0.6666666666666667,DCEMModel,AUC,0.5838709677419355,0.6250028965357433,-0.0411319287938077,0.6218678187333394
0.2222222222222222,2.0,0.6666666666666667,DCEMModel,xAUC,0.5768856447688564,0.6310291858678956,-0.0541435410990391,
0.2222222222222222,2.0,0.6666666666666667,DCEMModel,ROCGap,0.022167259047619,-0.0643714060073259,0.086538665054945,
0.2222222222222222,2.0,0.6666666666666667,YObsModel,AUC,0.5516129032258065,0.3909396361951106,0.1606732670306958,0.4076018016361798
0.2222222222222222,2.0,0.6666666666666667,YObsModel,xAUC,0.522992700729927,0.4307219662058372,0.0922707345240897,
0.2222222222222222,2.0,0.6666666666666667,YObsModel,ROCGap,0.1778041910142857,-0.0161095238095238,0.1939137148238095,
0.2222222222222222,0.5,2.0,TestedOnlyModel,AUC,0.5653225806451613,0.4168346657397752,0.148487914905386,0.4327419799613935
0.2222222222222222,0.5,2.0,TestedOnlyModel,xAUC,0.5058394160583941,0.4804147465437788,0.0254246695146153,
0.2222222222222222,0.5,2.0,TestedOnlyModel,ROCGap,0.1495251615032174,-0.0005704694826254,0.1500956309858429,
0.2222222222222222,0.5,2.0,DCEMModel,AUC,0.5225806451612903,0.5760630286177731,-0.0534823834564828,0.5690504641970769
0.2222222222222222,0.5,2.0,DCEMModel,xAUC,0.5354014598540145,0.5589093701996928,-0.0235079103456782,
0.2222222222222222,0.5,2.0,DCEMModel,ROCGap,0.0253952380952381,-0.0802306821666666,0.1056259202619047,
0.2222222222222222,0.5,2.0,YObsModel,AUC,0.4709677419354838,0.4023288147375738,0.0686389271979099,0.4093482856880228
0.2222222222222222,0.5,2.0,YObsModel,xAUC,0.4333333333333333,0.4390168970814132,-0.0056835637480798,
0.2222222222222222,0.5,2.0,YObsModel,ROCGap,0.0820131314149659,-0.0146590476190476,0.0966721790340136,
0.2222222222222222,0.3333333333333333,1.5,TestedOnlyModel,AUC,0.5766129032258065,0.3716371220020855,0.204975781223721,0.3919937494254987
0.2222222222222222,0.3333333333333333,1.5,TestedOnlyModel,xAUC,0.5240875912408759,0.4281874039938556,0.0959001872470202,
0.2222222222222222,0.3333333333333333,1.5,TestedOnlyModel,ROCGap,0.2061879283273809,0.0,0.2061879283273809,
0.2222222222222222,0.3333333333333333,1.5,DCEMModel,AUC,0.589516129032258,0.5720426370061407,0.0174734920261173,0.5744553727364647
0.2222222222222222,0.3333333333333333,1.5,DCEMModel,xAUC,0.6068126520681265,0.5572964669738864,0.0495161850942401,
0.2222222222222222,0.3333333333333333,1.5,DCEMModel,ROCGap,0.04138,-0.0291431963921568,0.0705231963921568,
0.2222222222222222,0.3333333333333333,1.5,YObsModel,AUC,0.5112903225806451,0.3836635384080639,0.1276267841725811,0.3965897600882434
0.2222222222222222,0.3333333333333333,1.5,YObsModel,xAUC,0.4546228710462287,0.4364823348694316,0.018140536176797,
0.2222222222222222,0.3333333333333333,1.5,YObsModel,ROCGap,0.139688095192674,-0.0078209523809523,0.1475090475736263,
0.2222222222222222,0.25,0.5,TestedOnlyModel,AUC,0.5379032258064517,0.4249565519638512,0.1129466738426004,0.4381101204154793
0.2222222222222222,0.25,0.5,TestedOnlyModel,xAUC,0.4756690997566909,0.4915514592933948,-0.0158823595367038,
0.2222222222222222,0.25,0.5,TestedOnlyModel,ROCGap,0.1130109061632653,-0.0001852715646258,0.1131961777278911,
0.2222222222222222,0.25,0.5,DCEMModel,AUC,0.5556451612903226,0.5776966747769667,-0.0220515134866441,0.5795201764868094
0.2222222222222222,0.25,0.5,DCEMModel,xAUC,0.613625304136253,0.5447772657450077,0.0688480383912453,
0.2222222222222222,0.25,0.5,DCEMModel,ROCGap,0.057755796,-0.0798001616273344,0.1375559576273344,
0.2222222222222222,0.25,0.5,YObsModel,AUC,0.4830645161290323,0.4024678484532499,0.0805966676757823,0.4097803106903208
0.2222222222222222,0.25,0.5,YObsModel,xAUC,0.4362530413625304,0.4440860215053763,-0.0078329801428459,
0.2222222222222222,0.25,0.5,YObsModel,ROCGap,0.0865608826212454,-0.0047766666666666,0.091337549287912,
0.2222222222222222,0.3333333333333333,1.0,TestedOnlyModel,AUC,0.614516129032258,0.3984822152705364,0.2160339137617216,0.42009375861752
0.2222222222222222,0.3333333333333333,1.0,TestedOnlyModel,xAUC,0.5669099756690997,0.4535330261136713,0.1133769495554284,
0.2222222222222222,0.3333333333333333,1.0,TestedOnlyModel,ROCGap,0.2159083558306878,-3.8095238095238073e-06,0.2159121653544973,
0.2222222222222222,0.3333333333333333,1.0,DCEMModel,AUC,0.5806451612903226,0.5812883790985981,-0.0006432178082754,0.5808897876643074
0.2222222222222222,0.3333333333333333,1.0,DCEMModel,xAUC,0.6226277372262774,0.5449308755760369,0.0776968616502404,
0.2222222222222222,0.3333333333333333,1.0,DCEMModel,ROCGap,0.0394942312380952,-0.0430126725641025,0.0825069038021978,
0.2222222222222222,0.3333333333333333,1.0,YObsModel,AUC,0.525,0.3965241571080987,0.1284758428919012,0.4094769739865797
